,tweet_id,rating_numerator,rating_denominator,name,stage,date,time,favorite_count,retweet_count,text,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
166,8.26849E+17,13,10,Cupid,doggo,2/1/17,17:44:55,39817,11613,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggoâ€_ https://t.co/9uuMrgrmsw,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,Great Pyrenees,0.858764,TRUE,Golden Retriever,0.0235257,TRUE,Pekinese,0.0171039,TRUE
167,8.2624E+17,11,10,None,None,1/31/17,1:27:39,14442,2921,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,1,French Bulldog,0.903048,TRUE,Pug,0.0962421,TRUE,Boston Bull,0.000234364,TRUE
168,8.25877E+17,11,10,Mo,None,1/30/17,1:21:19,11384,2108,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5,https://pbs.twimg.com/media/C3YaSnQWAAILgz0.jpg,1,Shopping Cart,0.995941,FALSE,Shopping Basket,0.00405697,FALSE,Mousetrap,8.83E-07,FALSE
169,8.2583E+17,12,10,Toby,None,1/29/17,22:15:05,13863,2809,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,2,Great Pyrenees,0.853407,TRUE,Golden Retriever,0.0535313,TRUE,English Setter,0.0458299,TRUE
170,8.25535E+17,14,10,None,None,1/29/17,2:44:34,56691,19415,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvinâ€_ https://t.co/804eeysJkI,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,1,Rottweiler,0.681495,TRUE,Tibetan Mastiff,0.14794,TRUE,Black-And-Tan Coonhound,0.0245252,TRUE
171,8.25148E+17,13,10,Sweet,None,1/28/17,1:04:51,19955,5165,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,1,Pekinese,0.354823,TRUE,Pomeranian,0.24539,TRUE,Toy Poodle,0.136545,TRUE
172,8.25027E+17,12,10,Pablo,None,1/27/17,17:04:02,6930,1455,Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistanceâ€_ https://t.co/HGMMHsgGXm,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2,Eskimo Dog,0.524454,TRUE,Siberian Husky,0.467678,TRUE,Malamute,0.00497584,TRUE
173,8.24775E+17,12,10,Scooter,None,1/27/17,0:24:48,16314,3987,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 woâ€_ https://t.co/OEJq2JR8Ix,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,1,Border Terrier,0.610499,TRUE,Malinois,0.0902912,TRUE,Airedale,0.0686247,TRUE
174,8.24326E+17,13,10,None,None,1/25/17,18:38:36,12842,11690,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,1,Pembroke,0.990793,TRUE,Cardigan,0.00891939,TRUE,Basenji,0.000262264,TRUE
175,8.2394E+17,12,10,Cash,None,1/24/17,17:04:50,11616,3065,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,1,Schipperke,0.234076,TRUE,Curly-Coated Retriever,0.193093,TRUE,Labrador Retriever,0.0951966,TRUE
176,8.23699E+17,12,10,Winston,None,1/24/17,1:08:40,13688,2726,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his bellâ€_ https://t.co/RsMs6iThDO,https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,1,Cairn,0.203999,TRUE,Snorkel,0.171893,FALSE,Norfolk Terrier,0.107543,TRUE
177,8.23581E+17,11,10,Crawford,None,1/23/17,17:20:14,14222,2995,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,https://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg,1,Dingo,0.280949,FALSE,German Shepherd,0.194044,TRUE,Pembroke,0.120051,TRUE
178,8.22975E+17,12,10,Albus,None,1/22/17,1:12:59,18903,3890,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 wouldâ€_ https://t.co/NXORbtoMpr,https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg,1,Bathtub,0.331098,FALSE,Tub,0.24886,FALSE,Pembroke,0.233162,TRUE
179,8.2261E+17,12,10,None,None,1/21/17,1:02:48,16135,3355,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs.â€_ https://t.co/irJJJr0gHz,https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,1,Cocker Spaniel,0.664487,TRUE,Norfolk Terrier,0.075089,TRUE,Norwich Terrier,0.0596439,TRUE
180,8.22245E+17,11,10,None,None,1/20/17,0:50:15,38372,11175,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,1,Samoyed,0.585441,TRUE,Pomeranian,0.193654,TRUE,Arctic Fox,0.0716476,FALSE
181,8.21886E+17,13,10,Jimison,None,1/19/17,1:04:45,12421,2647,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,1,Golden Retriever,0.266238,TRUE,Cocker Spaniel,0.223325,TRUE,Irish Setter,0.151631,TRUE
182,8.21766E+17,13,10,Duchess,doggo,1/18/17,17:07:18,9223,1874,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,Golden Retriever,0.980071,TRUE,Labrador Retriever,0.00875751,TRUE,Saluki,0.00180595,TRUE
183,8.2115E+17,12,10,Luca,None,1/17/17,0:18:04,9575,2278,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,1,German Shepherd,0.515933,TRUE,Malinois,0.203651,TRUE,Irish Setter,0.0910551,TRUE
184,8.21045E+17,12,10,Flash,None,1/16/17,17:20:45,13855,2589,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream inâ€_ https://t.co/8whqFhaex4,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,1,Old English Sheepdog,0.14802,TRUE,Airedale,0.133534,TRUE,Tibetan Mastiff,0.120903,TRUE
185,8.20315E+17,14,10,None,None,1/14/17,17:00:24,3663,639,We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10â€_ https://t.co/mtNwAQQEQ4,https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,2,Gordon Setter,0.940724,TRUE,Black-And-Tan Coonhound,0.0420412,TRUE,Rottweiler,0.00941743,TRUE
186,8.19952E+17,13,10,Oliver,None,1/13/17,17:00:21,5840,1339,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless afmake it happen:â€_ https://t.co/3UFtdZEa0l",https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1,American Staffordshire Terrier,0.925505,TRUE,Staffordshire Bullterrier,0.0362215,TRUE,Italian Greyhound,0.0204119,TRUE
187,8.19924E+17,11,10,None,doggo,1/13/17,15:08:56,14109,5505,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,1,Bathtub,0.100896,FALSE,Shower Curtain,0.0918664,FALSE,Tub,0.0491763,FALSE
188,8.19588E+17,13,10,Jazzy,None,1/12/17,16:54:26,10476,2232,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,1,Cardigan,0.547935,TRUE,Basenji,0.116442,TRUE,Shetland Sheepdog,0.101681,TRUE
189,8.19228E+17,12,10,Finn,None,1/11/17,17:01:16,25327,7591,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,1,Border Terrier,0.482452,TRUE,German Shepherd,0.181082,TRUE,Norwegian Elkhound,0.0652566,TRUE
190,8.19005E+17,14,10,Bo,doggo,1/11/17,2:15:36,94385,41476,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,Standard Poodle,0.351308,TRUE,Toy Poodle,0.271929,TRUE,Tibetan Terrier,0.0947592,TRUE
191,8.18627E+17,13,10,Wafer,None,1/10/17,1:15:10,24305,8427,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,1,Labrador Retriever,0.384188,TRUE,Beagle,0.255917,TRUE,Grocery Store,0.0797995,FALSE
192,8.18536E+17,11,10,Tom,None,1/9/17,19:14:36,11983,2813,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/1â€_ https://t.co/rAtJLcwXVk,https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg,1,Swing,0.999403,FALSE,Welsh Springer Spaniel,6.23E-05,TRUE,Bow,3.05E-05,FALSE
193,8.18259E+17,12,10,Florence,None,1/9/17,0:53:55,12056,2580,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,1,Miniature Schnauzer,0.367368,TRUE,Toy Poodle,0.112479,TRUE,Standard Schnauzer,0.095434,TRUE
194,8.17416E+17,11,10,Strudel,None,1/6/17,17:00:38,6171,1100,Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudelâ€_ https://t.co/dEyZso9D3z,https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,1,Doberman,0.806163,TRUE,Black-And-Tan Coonhound,0.0973859,TRUE,Miniature Pinscher,0.0859928,TRUE
195,8.17171E+17,13,10,Tebow,None,1/6/17,0:49:53,9573,2282,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,1,Golden Retriever,0.295483,TRUE,Irish Setter,0.144431,TRUE,Chesapeake Bay Retriever,0.077879,TRUE
196,8.17121E+17,13,10,None,None,1/5/17,21:29:55,13223,2964,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,1,Saluki,0.568809,TRUE,Afghan Hound,0.229352,TRUE,Golden Retriever,0.15713,TRUE
197,8.17057E+17,11,10,Chloe,None,1/5/17,17:13:55,9407,1882,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,1,Kelpie,0.864415,TRUE,French Bulldog,0.0974556,TRUE,German Shepherd,0.00852587,TRUE
198,8.16817E+17,12,10,Timber,None,1/5/17,1:20:46,10953,2320,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,1,Malamute,0.668164,TRUE,Pembroke,0.105033,TRUE,Siberian Husky,0.077875,TRUE
199,8.16337E+17,11,10,Dudley,None,1/3/17,17:33:39,9446,2229,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,1,Labrador Retriever,0.91933,TRUE,Kuvasz,0.0494795,TRUE,Golden Retriever,0.0119342,TRUE
200,8.16092E+17,12,10,Comet,None,1/3/17,1:20:49,9797,2451,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,3,Pomeranian,0.967345,TRUE,Samoyed,0.00739748,TRUE,Papillon,0.0060165,TRUE
201,8.15966E+17,13,10,None,None,1/2/17,17:00:46,24742,9697,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1,Tibetan Mastiff,0.506312,TRUE,Tibetan Terrier,0.29569,TRUE,Otterhound,0.0362507,TRUE
202,8.15736E+17,11,10,Akumi,None,1/2/17,1:48:06,10796,2578,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,https://pbs.twimg.com/media/C1IT6rVXUAIvwYT.jpg,3,Border Collie,0.548907,TRUE,Cardigan,0.178523,TRUE,Collie,0.146351,TRUE
203,8.1539E+17,13,10,None,None,1/1/17,2:53:20,11337,4320,Happy New Year from the squad! 13/10 for all https://t.co/9njRxyUd5L,https://pbs.twimg.com/media/C1DZQiTXgAUqgRI.jpg,1,Restaurant,0.279846,FALSE,Toyshop,0.0914294,FALSE,Paper Towel,0.0461474,FALSE
204,8.14986E+17,11,10,Cooper,None,12/31/16,0:08:17,8380,1480,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1,Dalmatian,0.999828,TRUE,Boxer,6.78E-05,TRUE,American Staffordshire Terrier,3.42E-05,TRUE
205,8.14639E+17,12,10,Olivia,None,12/30/16,1:05:33,12382,3079,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv,https://pbs.twimg.com/media/C04taUjWIAA6Mo4.jpg,2,Golden Retriever,0.650814,TRUE,Kuvasz,0.053281,TRUE,Cocker Spaniel,0.0354396,TRUE
206,8.1453E+17,12,10,Alf,None,12/29/16,17:54:58,9531,2111,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G,https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg,1,Miniature Poodle,0.626913,TRUE,Toy Poodle,0.265582,TRUE,Soft-Coated Wheaten Terrier,0.0416142,TRUE
207,8.1391E+17,11,10,Chubbs,doggo,12/28/16,0:52:25,10215,2147,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,Siberian Husky,0.699355,TRUE,Eskimo Dog,0.256433,TRUE,Norwegian Elkhound,0.0131888,TRUE
208,8.13813E+17,14,10,Gary,None,12/27/16,18:24:12,39893,15960,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that wasâ€_ https://t.co/2LqNkbHRgt",https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg,1,French Bulldog,0.709146,TRUE,Boston Bull,0.247621,TRUE,Boxer,0.0188551,TRUE
209,8.13801E+17,12,10,Sky,None,12/27/16,17:36:16,9185,2015,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1,https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg,1,Malamute,0.501159,TRUE,Siberian Husky,0.228792,TRUE,Eskimo Dog,0.200388,TRUE
210,8.13218E+17,13,10,Atlas,None,12/26/16,3:00:30,20531,8300,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81,https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg,1,Samoyed,0.905972,TRUE,Pomeranian,0.0480383,TRUE,West Highland White Terrier,0.0356671,TRUE
211,8.13203E+17,11,10,None,doggo,12/26/16,2:00:11,10078,2053,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1,Cocker Spaniel,0.701852,TRUE,Golden Retriever,0.120345,TRUE,Labrador Retriever,0.0363202,TRUE
212,8.13188E+17,13,10,None,None,12/26/16,1:00:05,21824,4969,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ,https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg,1,Golden Retriever,0.888181,TRUE,Labrador Retriever,0.0423119,TRUE,Saluki,0.00970173,TRUE
213,8.13157E+17,12,10,Layla,None,12/25/16,23:00:08,8496,2518,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV,https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg,2,Siamese Cat,0.843911,FALSE,Pembroke,0.0705671,TRUE,Cardigan,0.041916,TRUE
214,8.13127E+17,11,10,None,doggo,12/25/16,21:00:18,13072,3583,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1,Norwegian Elkhound,0.432416,TRUE,Whippet,0.374223,TRUE,Siberian Husky,0.0324626,TRUE
215,8.13112E+17,12,10,Toby,None,12/25/16,20:00:07,11365,3158,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq,https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg,1,Dingo,0.287369,FALSE,Pembroke,0.140682,TRUE,Basenji,0.0908189,TRUE
216,8.13097E+17,11,10,Rocky,doggo,12/25/16,19:00:02,11554,4127,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1,Great Dane,0.128056,TRUE,Boston Bull,0.117003,TRUE,Kelpie,0.0869643,TRUE
217,8.13052E+17,13,10,Bauer,None,12/25/16,16:00:16,23021,8334,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl,https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg,1,Golden Retriever,0.914804,TRUE,Labrador Retriever,0.08355,TRUE,Kuvasz,0.000453224,TRUE
218,8.12709E+17,12,10,Brandi,None,12/24/16,17:18:34,7291,1641,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp,https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg,1,Irish Setter,0.326873,TRUE,Golden Retriever,0.18261,TRUE,Leonberg,0.156912,TRUE
219,8.12503E+17,13,10,None,None,12/24/16,3:40:19,6699,1400,I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new familyâ€_ https://t.co/MCFrxiC7NZ,https://pbs.twimg.com/media/C0aXTLqXEAADxBi.jpg,2,Loupe,0.546856,FALSE,Web Site,0.345298,FALSE,Bubble,0.0105279,FALSE
220,8.12467E+17,12,10,Mary,None,12/24/16,1:16:12,8802,2192,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux,https://pbs.twimg.com/media/C0Z2T_GWgAAxbL9.jpg,1,Bath Towel,0.0998035,FALSE,Pillow,0.0923181,FALSE,Great Dane,0.0782055,TRUE
221,8.11627E+17,10,10,Augie,None,12/21/16,17:39:46,14100,3583,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,1,Beagle,0.39628,TRUE,Pembroke,0.0495619,TRUE,Wire-Haired Fox Terrier,0.0463492,TRUE
222,8.11387E+17,11,10,Craig,None,12/21/16,1:44:13,22992,7294,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,1,Pembroke,0.804177,TRUE,Cardigan,0.18989,TRUE,Beagle,0.00196475,TRUE
223,8.10985E+17,24,7,Sam,None,12/19/16,23:06:23,5867,1627,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. Keep Sam smiling by clicking and sharing this link:â€_ https://t.co/1MI8h6XjMY",https://pbs.twimg.com/media/C0EyPZbXAAAceSc.jpg,1,Golden Retriever,0.871342,TRUE,Tibetan Mastiff,0.0367077,TRUE,Labrador Retriever,0.0258232,TRUE
224,8.10896E+17,11,10,Hunter,None,12/19/16,17:14:23,9972,2044,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everyâ€_ https://t.co/PqJcGVZBx9",https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg,1,Flat-Coated Retriever,0.820804,TRUE,Labrador Retriever,0.0823182,TRUE,Curly-Coated Retriever,0.0674605,TRUE
225,8.10284E+17,13,10,Phil,None,12/18/16,0:43:57,39110,13079,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,1,Malamute,0.620768,TRUE,Eskimo Dog,0.158395,TRUE,Tibetan Mastiff,0.0289617,TRUE
226,8.09921E+17,10,10,None,None,12/17/16,0:38:52,17042,4443,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo",https://pbs.twimg.com/media/Cz1qo05XUAQ4qXp.jpg,1,Norwich Terrier,0.397163,TRUE,Toy Poodle,0.27454,TRUE,Miniature Poodle,0.134667,TRUE
227,8.09449E+17,12,10,None,None,12/15/16,17:23:04,7631,1671,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo",https://pbs.twimg.com/media/Czu9RiwVEAA_Okk.jpg,1,Greater Swiss Mountain Dog,0.375415,TRUE,Cardigan,0.134317,TRUE,English Springer,0.0736971,TRUE
228,8.09085E+17,11,10,Wallace,None,12/14/16,17:16:53,14517,3990,This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupsâ€_ https://t.co/ySn6zB6mwQ,https://pbs.twimg.com/media/CzpyM41UoAE1b2w.jpg,1,Vizsla,0.911412,TRUE,Bloodhound,0.0171339,TRUE,Labrador Retriever,0.011761,TRUE
229,8.08838E+17,13,10,Ito,None,12/14/16,0:57:20,11125,3464,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,1,Rottweiler,0.36953,TRUE,Miniature Pinscher,0.194867,TRUE,Kelpie,0.160104,TRUE
230,8.08001E+17,12,10,Cooper,None,12/11/16,17:31:39,13838,4022,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl,https://pbs.twimg.com/media/CzaY5UdUoAAC91S.jpg,1,Labrador Retriever,0.730959,TRUE,Staffordshire Bullterrier,0.130726,TRUE,American Staffordshire Terrier,0.0288526,TRUE
231,8.07621E+17,14,10,Ollie,None,12/10/16,16:22:02,16056,4197,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10â€_ https://t.co/gJQnfSziJE,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,3,Golden Retriever,0.873233,TRUE,Cocker Spaniel,0.0336933,TRUE,Chow,0.0204084,TRUE
232,8.07107E+17,13,10,Stephan,None,12/9/16,6:17:20,123880,61884,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d,https://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg,1,Chihuahua,0.50537,TRUE,Pomeranian,0.120358,TRUE,Toy Terrier,0.0770081,TRUE
233,8.0701E+17,12,10,Lennon,None,12/8/16,23:53:08,14352,4345,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop thaâ€_ https://t.co/IARUfU6khr,https://pbs.twimg.com/media/CzMTcZoXUAEKqEt.jpg,1,Golden Retriever,0.610807,TRUE,Irish Setter,0.213642,TRUE,Welsh Springer Spaniel,0.0318866,TRUE
234,8.06542E+17,11,10,Waffles,None,12/7/16,16:53:43,11243,2714,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h,https://pbs.twimg.com/media/CzFp3FNW8AAfvV8.jpg,1,Vizsla,0.938617,TRUE,Brittany Spaniel,0.0367389,TRUE,Chesapeake Bay Retriever,0.00397149,TRUE
235,8.06219E+17,11,10,incredibly,None,12/6/16,19:29:28,7059,1369,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating.â€_ https://t.co/7Mgf5xvIAQ,https://pbs.twimg.com/media/CzBD7MWVIAA5ptx.jpg,1,Chow,0.835102,TRUE,Pomeranian,0.0407829,TRUE,Eskimo Dog,0.0212745,TRUE
236,8.05933E+17,12,10,Major,None,12/6/16,0:32:26,9097,2168,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talenâ€_ https://t.co/3P9dKV5Me1,https://pbs.twimg.com/media/Cy8_qt0UUAAHuuN.jpg,1,Norwegian Elkhound,0.657967,TRUE,Keeshond,0.319136,TRUE,Leonberg,0.00794674,TRUE
237,8.05827E+17,12,10,Duke,None,12/5/16,17:31:15,7252,2089,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18,https://pbs.twimg.com/ext_tw_video_thumb/805826823359631360/pu/img/yr_fF0TZCR-B70p2.jpg,1,Siberian Husky,0.248926,TRUE,American Staffordshire Terrier,0.0983133,TRUE,Eskimo Dog,0.0801885,TRUE
238,8.05521E+17,13,10,Zeke,None,12/4/16,21:14:20,6305,1885,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest reâ€_ https://t.co/WNdOIm4bXy,https://pbs.twimg.com/media/Cy3IvdZXgAUoEaj.jpg,1,Malinois,0.643147,TRUE,German Shepherd,0.186642,TRUE,Border Terrier,0.109345,TRUE
239,8.05487E+17,12,10,Sansa,None,12/4/16,19:02:24,9663,2884,"Meet Sansa and Gary. They run along the fence together everyday, so the owners installed a window for them. Both 12â€_ https://t.co/N83oNm5L9L",https://pbs.twimg.com/media/Cy2qiTxXcAAtQBH.jpg,3,Shield,0.58783,FALSE,Barrel,0.0901799,FALSE,Sundial,0.0691986,FALSE
